Ref#;Gebouw NL;Gebouw EN;Gebouw ID;Afkorting NL;Afkorting EN;Etage;Vastgoednr;Kamernr;Kamer ID;Ruimtenaam;Soort studieplek;Email adres;Breedtegraad;Lengtegraad;Type Studieplek;Totaal aantal studieplekken;Aantal tafels;Aantal stoelen per tafel;Verstelbare stoel;Vaste stoel;Overige zitplek;Waarvan te gebruiken als individuele studieplek;Beschikbaarheid voor zelfstudie;Mate van stilte;Reserveerbaar voor zelfstudie;Daglicht;Stroompunt;Ethernet;Vaste PC;Whiteboard;Smartboard;Presentatiescherm;Afstand tot coffeecorner/ automaat;Afstand tot printer;Afstand tot toilet;Toegewezen aan project/groep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00147;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;begane grond;740;HG 0.72.1;HG 0.72.1;STUDIERUIMTE;aanlandplek;;;;B;6;6;1;3;3;0;6;1;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00148;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;begane grond;741;HG 0.72.2;HG 0.72.2;GROEPSRUIMTE;aanlandplek;;;;B;4;1;4;0;4;0;2;1;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00149;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;210;HG 1.21;HG 1.21;STUDIERUIMTE;onderwijsruimte;Room-23.HG.1.21@tudelft.nl;;;A;20;20;1;20;0;0;20;2;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00150;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;270;HG 1.27;HG 1.27;GANG;aanlandstudieplek / groepswerkplek;;;;B;72;12;6;0;72;6;25;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00151;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;270;HG 1.27;HG 1.27;GANG;horecaplek;;;;C;74;0;0;0;0;74;0;1;rustig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00152;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;tussenverdieping 1e;420;HG 1.39.1;HG 1.39.1;STUDIERUIMTE;aanlandstudieplek / groepswerkplek;;;;B;64;16;4;14;50;0;32;1;rustig;nee;nee;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00153;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;330/410;HG 1.33/1.41;HG 1.33/1.41;Projectruimte;onderwijsruimte;;;;B;115;23;5;115;0;0;56;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00154;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;770;HG 1.77;HG 1.77;STUDIERUIMTE;concentratiewerkplek;;;;A;42;8;5;42;0;0;42;1;stil;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00155;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;770;HG 1.77;HG 1.77;STUDOC;concentratiewerkplek;;;;A;21;21;1;21;0;0;21;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00156;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;tussenverdieping 1e;780;HG 1.78;HG 1.78;STUDOC;concentratiewerkplek;;;;A;26;3;8;26;0;0;26;1;stil;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00157;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;772;HG 1.81;HG 1.81;STUDIERUIMTE;aanlandplek;;;;B;10;2;5;10;0;0;10;1;rumoerig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00158;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;772;HG 1.81G;HG 1.81G;STUDIERUIMTE;aanlandplek;;;;B;20;5;4;20;0;0;10;1;rumoerig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00159;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;720;HG 1.81.1;HG 1.81.1;GANG;informeel zitje;;;;C;8;1;8;0;0;8;0;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00160;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;930;HG 1.93;HG 1.93;WERKCOLLEGEZAAL;onderwijsruimte;Room-23.HG.1.93@tudelft.nl;;;A;12;12;1;12;0;0;12;2;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00161;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;950;HG 1.95;HG 1.95;WERKCOLLEGEZAAL;onderwijsruimte;Room-23.HG.1.95@tudelft.nl;;;B;48;24;2;0;48;0;24;2;rustig;nee;nee;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00162;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;970;HG 1.97;HG 1.97;WERKCOLLEGEZAAL;onderwijsruimte;Room-23.HG.1.97@tudelft.nl;;;A;40;5;8;40;0;0;40;2;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00163;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;062;HG 2.04.2;HG 2.04.2;GANG;informeel zitje;;;;C;10;0;0;0;0;10;0;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00164;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;240;HG 2.26;HG 2.26;GANG;aanlandstudieplek / groepswerkplek;;;;B;12;1;8;0;8;4;4;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00165;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;506;HG 2.39.5;HG 2.39.5;GANG;aanlandstudieplek / groepswerkplek;;;;B;8;1;8;0;8;0;3;1;rustig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00166;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;500;HG 2.50;HG 2.50;GANG;aanlandplek;;;;B;8;1;8;8;0;8;2;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00167;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;550;HG 2.55;HG 2.55;GROEPSRUIMTE;groepswerkplek;;;;B;5;1;5;0;5;0;2;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00168;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;570;HG 2.57;HG 2.57;GROEPSRUIMTE;groepswerkplek;;;;B;8;2;4;0;8;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00169;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;590;HG 2.59;HG 2.59;GROEPSRUIMTE;groepswerkplek;;;;B;8;2;4;2;6;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00170;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;610;HG 2.61;HG 2.61;GROEPSRUIMTE;groepswerkplek;;;;B;8;1;8;0;8;0;2;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00171;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;630;HG 2.63;HG 2.63;GROEPSRUIMTE;groepswerkplek;;;;B;8;2;4;0;8;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00172;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;;HG 2.64.7;HG 2.64.7;GANG;aanlandplek;;;;B;7;1;7;0;7;0;2;1;rustig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00173;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e  verdieping;705;HG 2.72.1;HG 2.72.1;GANG;informeel zitje;;;;C;5;0;0;0;0;5;0;1;rustig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00174;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;707;HG 2.72.6;HG 2.72.6;GANG;aanlandstudieplek / groepswerkplek;;;;B;10;1;10;0;10;0;4;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00175;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;3e verdieping;262;HG 3.06.2;HG 3.06.2;GANG;aanlandstudieplek / groepswerkplek;;;;B;11;1;8;0;8;3;2;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00176;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;3e verdieping;242;HG 3.26;HG 3.26;GANG;aanlandstudieplek / groepswerkplek;;;;B;4;2;2;0;4;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00177;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;3e verdieping;725;HG 3.72.1;HG 3.72.1;GANG;aanlandstudieplek / groepswerkplek;;;;B;9;1;5;0;5;4;2;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00178;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;3e verdieping;904;HG 3.92.2;HG 3.92.2;GANG;aanlandplek;;;;B;8;1;8;8;0;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00179;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;4e verdieping;260;HG 4.03.5;HG 4.03.5;GANG;informeel zitje;;;;C;8;0;0;0;0;8;0;1;rustig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00180;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;4e verdieping;262;HG 4.06.2;HG 4.06.2;GANG;aanlandstudieplek / groepswerkplek;;;;B;10;2;5;0;9;0;4;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00181;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;4e verdieping;506;HG 4.50.7;HG 4.50.7;GANG;informeel zitje;;;;C;8;0;0;0;0;8;0;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00182;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;4e verdieping;704;HG 4.72.5;HG 4.72.5;GANG;aanlandstudieplek / groepswerkplek;;;;B;12;1;8;0;10;4;2;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00183;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;4e verdieping;905;HG 4.90.5;HG 4.90.5;GANG;aanlandplek;;;;B;8;1;10;0;10;0;4;1;rustig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00184;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;6e verdieping;011;HG 6.02.6;HG 6.02.6;GANG;aanlandstudieplek / groepswerkplek;;;;B;14;1;14;0;14;0;6;1;rustig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00185;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;6e verdieping;100;HG 6.09;HG 6.09;GANG;aanlandstudieplek / groepswerkplek;;;;B;8;4;2;0;10;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00186;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;6e verdieping;310;HG 6.31;HG 6.31;GANG;informeel zitje;;;;C;8;0;0;0;0;8;0;1;rustig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00187;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;6e verdieping;;HG 6.34.6;HG 6.34.6;GANG;aanlandstudieplek / groepswerkplek;;;;B;6;1;6;0;6;0;4;1;rustig;nee;nee;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00188;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;6e verdieping;451;HG 6.44.7;HG 6.44.7;GANG;aanlandplek;;;;B;4;1;4;0;4;0;2;1;rustig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00189;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;6e verdieping;530;HG 6.53;HG 6.53;GANG;aanlandstudieplek / groepswerkplek;;;;B;6;1;6;0;6;0;4;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00190;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;6e verdieping;135;HG 6.68.5;HG 6.68.5;GANG;aanlandstudieplek / groepswerkplek;;;;B;8;1;8;0;8;0;4;1;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00191;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;6e verdieping;760;HG 6.76;HG 6.76;RESTAURANT;horecaplek;;;;C;215;23;8;0;215;0;100;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
